x	y	Edep
0.00118477	0.00690714	0.00527345
-0.000190948	-0.0169075	0.00527345
-0.00539651	-0.00252006	0.00527345
0.0123522	-0.0104854	0.00527345
-0.00615743	-0.0140458	0.00527345
0.00106017	0.00849003	0.00527345
0.00816889	0.0195666	0.00527345
-0.00179783	0.00579075	0.00527345
-0.00709126	-0.00857007	0.00527345
-0.00793877	0.00670625	0.00527345
-0.00501788	-0.0117267	0.00527345
-0.0021495	0.0148522	0.00527345
0.00642403	0.0186003	0.00527345
0.00610237	-0.0102879	0.00527345
0.0197353	-0.00026059	0.00527345
-0.0119639	-0.00742935	0.00527345
0.00156145	-0.00917376	0.00527345
0.000827059	0.0119887	0.00527345
-0.00669347	-0.00482648	0.00527345
-0.0228025	-0.00950178	0.00527345
-0.0116154	0.00479739	0.00527345
-0.00761715	-0.00263002	0.00527345
0.00908768	0.0106667	0.00527345
0.0104245	0.00905782	0.00527345
-0.0116411	-0.0148032	0.00527345
-0.0013711	-0.0102746	0.00527345
0.00750011	-0.000869352	0.00527345
-0.00811975	0.0105774	0.00527345
-0.0159053	-0.00191419	0.00527345
-0.01191	-0.0152012	0.00527345
0.0369137	0.00684811	0.00527345
0.000645763	-0.0174336	0.00527345
-0.00788894	0.0104293	0.00527345
0.0207406	0.00693284	0.00527345
0.00205578	0.00956644	0.00527345
0.0089163	0.00373418	0.00526488
-0.00870969	0.00598508	0.00526488
0.0101287	-0.00931661	0.00526488
-0.00988856	-0.0183197	0.00526488
-0.0117127	-0.000174164	0.00526488
-0.0095486	-0.0159453	0.00526488
-0.00304096	-0.0114232	0.00526488
0.0104022	7.88E-05	0.00526488
0.00475592	0.00993455	0.00526488
-0.00721046	0.0108608	0.00526488
-0.00945545	0.0109601	0.00526488
0.0185341	-0.00137263	0.00526488
0.0081115	0.00600705	0.00526488
-0.00588501	-0.00558112	0.00526488
-0.0168624	-0.0110795	0.00526488
-0.00375298	-0.00926815	0.00526488
-0.00335675	-0.00952293	0.00526488
0.00234233	-0.0141899	0.00526488
-0.0149253	-0.016476	0.00526488
0.0101798	0.0119836	0.00526488
0.00257299	-0.0115011	0.00526488
0.00611016	0.00926457	0.00526488
-0.00431725	-0.0116896	0.00526488
-0.0111071	0.00734356	0.00526488
0.000654763	-0.0061482	0.00526488
0.00205119	-0.00934258	0.00526488
0.00457605	-0.00911739	0.00526488
0.00701681	-0.00811689	0.00526488
0.0123458	-0.00840379	0.00526488
0.00685447	-0.00274124	0.00526488
-0.0119119	0.00584999	0.00526488
-0.0163223	-0.00558928	0.00526488
-0.00151314	-0.00919155	0.00526488
-0.00426922	-0.012816	0.00526488
-0.0148206	0.00400471	0.00526488
-0.0101269	0.000679564	0.00526488
-0.000351419	0.0104298	0.00526488
0.012345	0.00442282	0.00526488
-0.0182382	0.00313798	0.00526488
-0.00223612	-0.00988246	0.00526488
0.00952071	0.00627496	0.00526488
-0.00200637	0.00901009	0.00526488
-0.00278279	-0.00998291	0.00526488
0.0119955	-0.00430277	0.00526488
0.0136612	0.0194824	0.00526488
-0.00773674	-0.00336518	0.00526488
-0.0165128	-0.011859	0.00526488
0.00536809	0.0190643	0.00526488
0.0146452	0.00490318	0.00526488
0.00957253	0.000549411	0.00526488
-0.00865868	0.0091	0.00526488
0.0148421	-0.0122777	0.00526488
0.0112081	-0.00698338	0.00526488
-0.00449462	-0.00651778	0.00526488
-0.00659975	0.00445485	0.00526488
0.00142746	-0.0129749	0.00526488
0.0110507	-0.00311972	0.00526488
-0.00414033	0.00929628	0.00526488
0.0015008	-0.0050459	0.00526488
0.0271856	0.0164497	0.00526488
-0.0140197	0.000660794	0.00526488
0.00143992	0.0124674	0.00526488
-0.00557496	-0.0105188	0.00526488
-0.0202022	-0.00287044	0.00526488
0.00293142	0.00794074	0.00526488
0.00986553	0.00498719	0.00526488
0.0150204	-0.00984182	0.00526488
-0.014179	-0.00333629	0.00526488
0.00546455	0.0184768	0.00526488
0.016475	0.00661794	0.00526488
-0.00659763	-0.00594138	0.00526488
-0.00683883	0.0105078	0.00526488
-0.0183476	-0.00497511	0.00526488
0.010663	0.000215465	0.00526488
-0.00559389	0.000533586	0.00526488
-0.000867167	-0.00598598	0.00526488
-0.0151134	0.00373494	0.00526488
-0.00878393	-0.00893448	0.00526488
0.0110884	-0.0113903	0.00526488
-0.0139439	-0.00117847	0.00526488
-0.00811609	-0.0192736	0.00526488
-0.00378945	-0.0127062	0.00526488
-0.0033054	-0.0161387	0.00526488
0.0127849	-0.0158227	0.00526488
0.00982148	0.00682381	0.00526488
-0.00703922	0.00955871	0.00526488
0.0104437	0.0111945	0.00526488
0.00776316	0.00449302	0.00526488
0.00993621	0.00239343	0.00526488
-0.00268977	0.0157516	0.00526488
-0.00157183	-0.012636	0.00526488
0.00631143	0.00235549	0.00526488
-0.0088068	-0.00226521	0.00526488
0.00337618	-0.017026	0.00526488
-0.000775272	0.0103897	0.00526488
0.00728063	0.00181967	0.00526488
-0.00443223	0.00620651	0.00526488
0.000120402	0.0193321	0.00526488
-0.015056	-0.0154322	0.00526488
0.0111401	-0.00784766	0.00526488
0.00504247	0.00489261	0.00526488
-0.015737	-0.0108186	0.00526488
-0.00101686	-0.00836961	0.00526488
0.013197	0.0060875	0.00526488
0.00981886	0.00595021	0.00526488
-0.00794088	0.013663	0.00526488
0.0133307	0.00148146	0.00526488
0.000350757	-0.0136044	0.00526488
0.0058762	0.0125684	0.00526488
0.00267106	-0.00663968	0.00526488
-0.0125398	0.00349491	0.00526488
0.00572651	-0.00808831	0.00526488
0.00902866	-0.0129725	0.00526488
-0.0113335	0.0163702	0.00500899
0.000417182	0.0032658	0.00496478
-0.00888847	-0.00531673	0.00496047
0.00122805	0.010795	0.00490715
0.0010127	0.015807	0.00489983
0.0133859	-0.0278774	0.00489782
0.00236054	0.0168647	0.00487386
0.0138117	-0.0114256	0.00482001
-0.00993758	-0.0027735	0.00481866
0.00503673	0.0198288	0.00477664
0.00799619	0.0245146	0.00470894
0.0247666	0.0218041	0.00470308
0.00922637	0.0133595	0.00462379
-0.00318563	0.00915929	0.00459356
-0.0125008	-0.00600727	0.00456842
0.000308361	-0.00944671	0.00454615
-0.0175016	-0.000768716	0.00447489
-0.00479375	-0.0137382	0.00438924
-0.00658923	0.000397223	0.00434503
-0.00667911	-0.0066634	0.00429618
-0.00914758	-0.019381	0.0042958
0.000277839	0.00778152	0.00428651
-0.00422543	0.0109356	0.00427277
0.00486127	0.00269582	0.00424555
0.0145959	-0.00508109	0.00419269
0.0289911	0.00490213	0.00414659
-0.00692442	0.00271079	0.00410195
-0.0043661	0.0105721	0.00403218
0.0216624	0.00362292	0.00402204
0.0153208	0.000131849	0.0039903
-0.00808322	0.0145802	0.0039459
-0.00549837	-0.013248	0.0038193
-0.0217027	0.00838457	0.00379243
-0.00631063	0.0041747	0.00378382
-0.0105966	0.00959157	0.00371181
0.00459899	0.0060614	0.00362406
0.00642115	-0.00637977	0.00359842
-0.00636529	0.0121916	0.00358641
-0.016422	-0.0101851	0.00355914
0.00774921	-0.000864604	0.00354932
-0.00895598	0.0145013	0.00350747
0.00251054	-0.0091588	0.00348829
0.010685	-0.000922105	0.00341921
0.008663	0.00305045	0.00341074
0.00588872	-0.0160363	0.00340829
0.0317902	-0.00665051	0.00338933
-0.00473474	-0.0111065	0.0033736
-0.0135023	0.00719347	0.00332744
-0.0133771	0.000340423	0.00330599
-0.019225	0.00791545	0.00328048
-5.05E-06	0.0170657	0.00324535
-0.0111942	0.000493324	0.00318015
-0.00719736	0.0169681	0.00311867
-0.0110494	0.00766089	0.00309303
-0.000841923	-0.0278116	0.00303935
-0.00185292	0.00884569	0.00298813
-0.00598834	-0.0206057	0.00296586
-0.00175719	0.0137147	0.00292779
-0.00782934	-0.013523	0.00292585
0.00284467	0.0119209	0.0029027
0.00841408	-0.0122408	0.00289487
-0.00598845	-0.00339538	0.00286717
0.0219109	0.00887263	0.00273714
0.00183212	-0.0104865	0.00268828
0.00779447	-0.00528211	0.00265366
0.00174704	0.00835589	0.0026112
-0.0106499	0.00922408	0.00255162
-0.0168638	-0.00551303	0.0024778
-0.0043185	0.012431	0.00246239
0.0198457	-0.00565722	0.00238974
-0.00832008	0.0122859	0.0023884
-0.00241107	-0.015545	0.00238546
0.00736595	-0.000325132	0.0023777
-0.00723366	-0.0010365	0.00231112
0.0186613	-0.0234072	0.00230933
0.0137483	0.0100597	0.00228575
-0.0037419	-0.0108568	0.00224999
0.0233477	0.00592158	0.00219206
-0.000328446	0.00720416	0.00216371
0.0122484	0.0263081	0.00214524
-0.0083084	0.00955842	0.00211951
-0.0136185	0.000247198	0.00210913
-0.0171402	-0.00483671	0.00206043
-0.0145366	0.00627952	0.00205677
-0.0243649	0.0211617	0.00204435
0.0146948	0.000445614	0.00199131
0.0125996	-0.00734633	0.00195761
-0.0185175	-0.00294884	0.00193042
0.0072091	0.00899041	0.00192986
0.0144127	-0.00608503	0.00188537
-0.00931806	-0.00296158	0.00179986
0.0132503	-0.0033253	0.00175066
-0.0102921	0.0247688	0.00165913
-0.00132414	-0.00735138	0.00165299
0.00813869	0.00528604	0.00161984
0.0113358	-0.00341129	0.00152582
0.0014546	-0.0105731	0.00143754
-0.00890823	0.00151409	0.00141198
-0.0169989	-0.00178545	0.00140166
0.0142945	0.015599	0.00137287
0.0120753	0.00601562	0.00126814
-0.00384109	-0.008172	0.00126114
-0.00602431	0.0189265	0.00124993
-0.00702379	0.00679233	0.00122864
0.00592131	0.00238756	0.00118668
-0.000228737	-0.00823302	0.00116783
-0.00116179	0.0195342	0.00116213
0.000463126	-0.00503518	0.00114835
-0.00613304	0.00766742	0.00112993
-0.0112079	0.00852233	0.00112856
0.0108781	-0.0060884	0.0011198
